,Date,工业生产者出厂价格指数 YoY,煤炭开采和洗选业工业生产者出厂价格指数 YoY,石油和天然气开采业工业生产者出厂价格指数 YoY,黑色金属矿采选业工业生产者出厂价格指数 YoY,有色金属矿采选业工业生产者出厂价格指数 YoY,非金属矿采选业工业生产者出厂价格指数 YoY,其他采矿业工业生产者出厂价格指数 YoY,农副食品加工业工业生产者出厂价格指数 YoY,食品制造业工业生产者出厂价格指数 YoY,饮料制造业工业生产者出厂价格指数 YoY,烟草制品业工业生产者出厂价格指数 YoY,纺织业工业生产者出厂价格指数 YoY,纺织服装、鞋、帽制造业工业生产者出厂价格指数 YoY,皮革、毛皮、羽毛 (绒) 及其制品业工业生产者出厂价格指数 YoY,木材加工及木、竹、藤、棕、草制品业工业生产者出厂价格指数 YoY,家具制造业工业生产者出厂价格指数 YoY,造纸及纸制品业工业生产者出厂价格指数 YoY,印刷业和记录媒介的复制工业生产者出厂价格指数 YoY,文教体育用品制造业工业生产者出厂价格指数 YoY,石油加工、炼焦及核燃料加工业工业生产者出厂价格指数 YoY,化学原料及化学制品制造业工业生产者出厂价格指数 YoY,医药制造业工业生产者出厂价格指数 YoY,化学纤维制造业工业生产者出厂价格指数 YoY,橡胶制品业工业生产者出厂价格指数 YoY,塑料制品业工业生产者出厂价格指数 YoY,非金属矿物制品业工业生产者出厂价格指数 YoY,黑色金属冶炼及压延加工业工业生产者出厂价格指数 YoY,有色金属冶炼及压延加工业工业生产者出厂价格指数 YoY,金属制品业工业生产者出厂价格指数 YoY,通用设备制造业工业生产者出厂价格指数 YoY,专用设备制造业工业生产者出厂价格指数 YoY,交通运输设备制造业工业生产者出厂价格指数 YoY,电气机械及器材制造业工业生产者出厂价格指数 YoY,通信设备、计算机及其他电子设备制造工业生产者出厂价格指数 YoY,仪器仪表及文化、办公用机械制造业工业生产者出厂价格指数 YoY,工艺品及其他制造业工业生产者出厂价格指数 YoY,废弃资源和废旧材料回收加工业工业生产者出厂价格指数 YoY,电力、热力的生产和供应业工业生产者出厂价格指数 YoY,燃气生产和供应业工业生产者出厂价格指数 YoY,水的生产和供应业工业生产者出厂价格指数 YoY,开采辅助活动工业生产者出厂价格指数 YoY,酒、饮料和精制茶制造业工业生产者出厂价格指数 YoY,纺织服装、服饰业工业生产者出厂价格指数 YoY,皮革、毛皮、羽毛及其制品和制鞋业工业生产者出厂价格指数 YoY,木材加工和木、竹、藤、棕、草制品业工业生产者出厂价格指数 YoY,造纸和纸制品业工业生产者出厂价格指数 YoY,印刷和记录媒介复制业工业生产者出厂价格指数 YoY,文教、工美、体育和娱乐用品制造业工业生产者出厂价格指数 YoY,石油加工、炼焦和核燃料加工业工业生产者出厂价格指数 YoY,化学原料和化学制品制造业工业生产者出厂价格指数 YoY,橡胶和塑料制品业工业生产者出厂价格指数 YoY,黑色金属冶炼和压延加工业工业生产者出厂价格指数 YoY,有色金属冶炼和压延加工业工业生产者出厂价格指数 YoY,汽车制造业工业生产者出厂价格指数 YoY,铁路、船舶、航空航天和其他运输设备制造业工业生产者出厂价格指数 YoY,电气机械和器材制造业工业生产者出厂价格指数 YoY,计算机、通信和其他电子设备制造业工业生产者出厂价格指数 YoY,仪器仪表制造业工业生产者出厂价格指数 YoY,其他制造业工业生产者出厂价格指数 YoY,废弃资源综合利用业工业生产者出厂价格指数 YoY,金属制品、机械和设备修理业工业生产者出厂价格指数 YoY,电力、热力生产和供应业工业生产者出厂价格指数 YoY
87,2014-04-01,-2.0,-12.5,-2.0,-5.0,-4.9,-0.1,0.0,-1.3,2.5,,0.3,-0.5,,,,0.5,,,,,,0.8,-6.3,,,0.8,,,-1.7,-0.6,-0.1,,,,,,,,5.8,2.5,-1.5,0.4,0.2,2.2,0.6,-0.9,-0.1,-0.7,-4.1,-2.3,-1.1,-6.8,-7.0,-0.6,-0.6,-1.4,-2.0,-0.1,1.8,-6.9,-0.3,0.4
88,2014-05-01,-1.4,-11.7,1.3,-5.5,-3.2,-0.7,0.0,-0.6,2.4,,0.3,-0.4,,,,0.8,,,,,,0.7,-6.0,,,0.6,,,-1.4,-0.5,-0.3,,,,,,,,5.8,2.8,-0.9,0.3,0.3,2.0,0.9,-1.0,0.2,0.1,-1.0,-1.8,-1.0,-5.2,-4.6,-0.5,-0.4,-1.1,-1.7,0.0,1.9,-6.5,-0.2,0.2
89,2014-06-01,-1.1,-10.8,4.0,-6.5,-2.4,-0.7,0.0,-0.1,2.4,,0.2,-0.4,,,,1.0,,,,,,0.7,-4.6,,,0.3,,,-1.2,-0.4,-0.3,,,,,,,,5.5,2.9,-2.2,0.6,0.3,1.9,1.3,-0.9,0.3,0.4,0.1,-1.4,-1.0,-3.7,-3.9,-0.5,-0.2,-1.2,-1.6,0.1,1.8,-6.6,-0.1,0.2
90,2014-07-01,-0.9,-10.0,6.2,-8.2,0.3,-1.0,0.0,0.0,2.2,,0.3,-0.3,,,,1.1,,,,,,0.7,-2.6,,,0.0,,,-1.0,-0.3,-0.3,,,,,,,,4.2,2.9,-2.4,0.8,0.2,1.9,1.3,-0.6,0.2,0.9,0.6,-0.6,-1.2,-4.2,-1.2,-0.4,-0.4,-0.8,-1.5,0.2,2.6,-6.1,-0.9,0.2
91,2014-08-01,-1.2,-9.6,3.1,-10.4,-0.2,-0.9,0.0,-0.1,2.1,,0.3,-0.6,,,,1.1,,,,,,0.9,-3.3,,,-0.5,,,-1.0,-0.4,-0.3,,,,,,,,3.4,3.1,-1.0,0.7,0.2,1.6,1.3,-0.6,0.0,0.5,-2.4,-0.3,-1.3,-5.7,-1.3,-0.4,-0.1,-1.0,-1.4,0.1,2.9,-5.7,-1.2,0.1
92,2014-09-01,-1.8,-10.6,-2.1,-12.6,-1.8,-1.4,0.0,-0.5,1.6,,0.3,-0.8,,,,1.2,,,,,,0.9,-3.8,,,-0.6,,,-1.2,-0.5,-0.5,,,,,,,,2.3,3.0,-0.8,0.6,0.0,1.6,1.2,-0.5,0.1,0.2,-6.4,-0.6,-1.3,-7.9,-1.6,-0.4,-0.2,-1.0,-1.4,0.0,2.8,-6.5,-1.5,0.0
93,2014-10-01,-2.2,-11.4,-8.2,-14.7,-2.5,-1.5,0.0,-1.0,1.5,,0.4,-1.2,,,,1.2,,,,,,0.9,-4.8,,,-0.8,,,-1.2,-0.5,-0.4,,,,,,,,2.0,2.4,-1.0,0.6,0.0,1.3,1.0,-0.4,0.0,0.4,-8.1,-1.7,-1.5,-8.5,-2.8,-0.4,-0.1,-1.2,-1.4,0.1,2.3,-7.5,-1.1,-0.1
94,2014-11-01,-2.7,-11.6,-13.0,-16.6,-2.8,-1.8,0.0,-1.2,1.0,,0.3,-1.5,,,,1.1,,,,,,0.7,-5.6,,,-1.6,,,-1.2,-0.7,-0.4,,,,,,,,0.3,2.0,-1.2,0.2,0.1,1.2,0.9,-0.4,-0.2,0.0,-11.2,-3.0,-1.7,-8.9,-2.9,-0.4,0.0,-1.3,-1.6,0.0,2.2,-8.1,-1.0,0.3
95,2014-12-01,-3.3,-12.2,-19.7,-19.0,-3.2,-2.0,0.0,-1.6,0.6,,0.6,-1.7,,,,1.1,,,,,,0.8,-6.3,,,-2.3,,,-1.4,-0.7,-0.4,,,,,,,,-2.5,2.2,-0.8,0.2,0.2,1.2,0.8,-0.6,-0.2,0.2,-16.3,-4.9,-2.5,-9.7,-3.4,-0.4,0.0,-1.2,-1.3,0.0,2.0,-7.9,-1.1,0.4
96,2015-01-01,-4.3,-13.0,-32.9,-20.5,-3.0,-2.0,0.0,-1.5,0.4,,0.5,-2.1,,,,1.0,,,,,,0.9,-8.6,,,-2.8,,,-1.6,-0.9,-0.4,,,,,,,,-2.5,2.5,-1.9,-0.3,0.7,1.3,0.7,-0.9,0.0,0.1,-22.7,-6.7,-3.1,-11.5,-5.5,-0.5,0.1,-1.7,-1.5,-0.1,-0.4,-9.3,-0.9,0.3
97,2015-02-01,-4.8,-13.1,-42.4,-21.0,-4.2,-2.3,0.0,-1.3,0.1,,0.5,-2.4,,,,0.8,,,,,,0.9,-9.0,,,-2.6,,,-1.9,-0.9,-0.6,,,,,,,,-1.9,2.2,-1.4,-0.3,0.6,1.2,0.5,-1.2,0.0,0.2,-23.8,-7.3,-3.2,-13.3,-6.3,-0.5,0.3,-1.9,-1.5,-0.3,-0.7,-9.3,-0.8,-0.2
98,2015-03-01,-4.6,-13.0,-39.3,-21.4,-5.8,-2.5,0.0,-1.0,-0.1,,0.5,-2.5,,,,0.8,,,,,,0.9,-8.0,,,-2.7,,,-2.0,-1.0,-0.6,,,,,,,,-1.7,2.3,-2.3,-0.1,0.9,0.8,0.6,-1.4,-0.1,-0.5,-21.1,-6.5,-3.4,-13.7,-4.4,-0.6,0.2,-1.5,-1.5,-0.5,-1.0,-8.7,-1.1,-0.4
99,2015-04-01,-4.6,-13.0,-38.7,-22.9,-4.9,-2.8,0.0,-0.9,-0.1,,0.5,-2.4,,,,0.7,,,,,,0.8,-7.3,,,-3.0,,,-2.2,-1.1,-0.7,,,,,,,,-2.6,2.4,-1.9,0.0,0.6,0.5,0.4,-1.4,-0.1,-0.5,-21.3,-5.8,-3.2,-14.5,-3.6,-0.8,0.1,-1.5,-1.3,-0.5,-0.4,-9.2,-1.1,-0.5
100,2015-05-01,-4.6,-14.0,-36.1,-22.5,-4.6,-2.8,0.0,-0.9,0.1,,0.5,-2.3,,,,0.5,,,,,,0.6,-5.7,,,-3.3,,,-2.4,-1.1,-0.7,,,,,,,,-2.3,2.1,-2.6,0.1,0.6,0.4,0.0,-1.2,-0.1,-0.7,-18.6,-5.1,-3.0,-15.7,-3.9,-1.1,0.1,-1.6,-1.5,-0.5,-1.0,-9.6,-1.8,-1.4
101,2015-06-01,-4.8,-15.4,-32.4,-20.1,-4.7,-2.6,0.0,-1.2,0.0,,0.5,-2.3,,,,0.4,,,,,,0.5,-8.2,,,-3.5,,,-2.6,-1.1,-0.7,,,,,,,,-2.8,2.5,-3.3,-0.2,0.7,0.2,-0.3,-1.2,-0.4,-0.9,-18.8,-5.0,-3.1,-16.7,-5.9,-0.9,-0.2,-1.6,-1.4,-0.6,-0.7,-8.6,-2.1,-1.7
102,2015-07-01,-5.4,-15.1,-34.6,-20.1,-7.7,-2.3,0.0,-1.0,0.0,,0.5,-2.5,,,,0.4,,,,,,0.4,-10.4,,,-3.6,,,-3.0,-1.3,-0.8,,,,,,,,-2.7,2.4,-3.4,-0.2,0.7,0.2,-0.3,-1.3,-0.4,-1.4,-21.0,-5.8,-3.1,-18.3,-8.5,-1.1,-0.3,-2.0,-1.6,-0.8,-1.5,-11.5,-1.8,-2.0
103,2015-08-01,-5.9,-15.6,-37.9,-20.4,-10.3,-2.8,0.0,-1.2,0.1,,0.5,-2.5,,,,0.4,,,,,,0.4,-11.7,,,-3.8,,,-3.3,-1.3,-1.0,,,,,,,,-2.8,2.3,-3.8,-0.3,0.7,0.5,-0.6,-1.4,-0.5,-1.4,-24.3,-7.4,-3.3,-18.8,-11.0,-1.2,-0.4,-2.3,-1.9,-0.9,-1.9,-12.0,-2.2,-2.0
104,2015-09-01,-5.9,-15.4,-40.6,-19.9,-10.0,-2.4,0.0,-1.5,-0.2,,0.5,-2.5,,,,0.7,,,,,,0.3,-11.4,,,-4.0,,,-3.4,-1.2,-0.9,,,,,,,,-3.7,2.1,-3.9,-0.3,0.9,1.1,-0.5,-1.2,-0.7,-0.5,-24.5,-8.3,-3.5,-18.7,-11.5,-1.0,-0.4,-2.3,-1.4,-0.8,-2.0,-12.3,-1.7,-2.0
105,2015-10-01,-5.9,-15.8,-39.9,-18.5,-9.8,-2.6,0.0,-1.8,-0.3,,0.4,-2.3,,,,0.6,,,,,,0.1,-10.9,,,-4.3,,,-3.6,-1.3,-1.0,,,,,,,,-4.0,2.0,-3.6,-0.5,0.9,1.0,-0.7,-1.1,-0.6,-0.3,-22.5,-8.3,-3.7,-19.1,-11.3,-1.1,-0.3,-2.4,-1.5,-0.9,-1.5,-13.2,-1.6,-1.7
106,2015-11-01,-5.9,-16.8,-36.5,-18.0,-10.4,-2.5,0.0,-2.1,-0.4,,0.4,-2.2,,,,0.4,,,,,,0.3,-10.7,,,-4.3,,,-4.0,-1.4,-1.1,,,,,,,,-3.3,2.0,-4.1,-0.4,0.8,0.9,-0.8,-1.2,-0.7,0.0,-20.6,-7.9,-3.9,-19.9,-13.5,-1.1,-0.5,-2.6,-1.6,-0.9,-1.6,-14.9,-1.4,-1.8
107,2015-12-01,,,-37.3,,-10.5,,,-1.6,,,,-2.2,,,,,,,,,,0.0,,,,-4.2,,,,,,,,,,,,,-5.2,,-4.6,,0.6,,,-1.1,-0.7,,,-6.9,-3.6,,-13.9,,-0.5,-2.8,,,,,,
108,2016-01-01,-5.3,-17.8,-38.3,-18.9,-10.1,-1.7,,-1.0,-0.2,,0.1,-2.9,,,,0.8,,,,,,0.3,-9.7,,,-4.2,,,-4.3,-1.6,-1.2,,,,,,,,-8.3,1.5,-1.6,-0.5,0.5,1.1,-0.7,-1.0,-0.9,-0.6,-13.5,-6.3,-3.0,-19.0,-12.1,-1.1,-1.0,-2.7,-1.7,-0.5,0.8,-12.0,0.9,-3.1
109,2016-02-01,-4.9,-17.6,-36.1,-18.4,-8.1,-2.1,,-0.7,-0.3,,0.1,-2.7,,,,0.9,,,,,,0.4,-9.3,,,-4.4,,,-4.3,-1.7,-1.4,,,,,,,,-9.8,1.7,-2.5,-0.5,0.3,1.1,-0.8,-0.8,-0.9,0.0,-14.3,-5.9,-3.1,-16.2,-10.7,-1.2,-1.1,-2.4,-1.7,-0.4,0.8,-12.2,1.1,-3.7
110,2016-03-01,-4.3,-16.6,-33.8,-13.1,-4.3,-2.1,,-0.3,-0.2,,0.2,-2.5,,,,0.8,,,,,,0.3,-7.3,,,-4.3,,,-3.6,-1.4,-1.4,,,,,,,,-10.2,1.6,-2.3,-0.6,0.3,1.2,-0.8,-0.7,-0.8,1.8,-18.0,-5.5,-2.8,-10.9,-8.3,-1.2,-0.7,-2.2,-1.8,-0.3,0.7,-10.2,1.0,-3.8
111,2016-04-01,-3.4,-14.5,-26.7,-7.5,-3.5,-1.7,,-0.3,-0.4,,0.2,-2.5,,,,0.8,,,,,,0.3,-7.0,,,-3.6,,,-2.6,-1.3,-1.2,,,,,,,,-10.2,2.0,-2.2,-0.7,0.5,0.9,-0.8,-0.8,-0.9,1.4,-16.1,-5.1,-2.9,-2.4,-7.7,-1.2,-0.6,-2.1,-1.9,-0.3,-0.1,-8.4,1.0,-4.0
112,2016-05-01,-2.8,-10.2,-21.5,-4.2,-2.4,-1.3,,-0.3,-0.5,,0.2,-2.6,,,,1.0,,,,,,0.3,-8.3,,,-2.8,,,-2.0,-1.1,-1.1,,,,,,,,-10.6,2.2,-1.2,-0.7,0.5,0.9,-0.5,-0.8,-1.0,1.9,-15.6,-5.4,-3.1,1.7,-7.7,-1.2,-0.4,-2.3,-1.8,-0.1,0.4,-4.4,1.0,-3.0
113,2016-06-01,-2.6,-6.9,-19.9,-5.8,-1.1,-1.2,,0.2,-0.4,,0.1,-2.3,,,,1.1,,,,,,0.4,-7.6,,,-2.2,,,-2.0,-1.1,-1.3,,,,,,,,-10.5,2.1,-0.3,-0.8,0.6,1.2,-0.3,-0.8,-0.7,2.5,-11.8,-5.4,-3.2,-1.3,-6.1,-1.3,-0.2,-2.0,-1.6,-0.1,0.6,-5.1,1.8,-2.5
114,2016-07-01,-1.7,-5.3,-15.9,-3.7,4.4,-1.1,,0.1,-0.3,,0.1,-1.4,,,,1.2,,,,,,0.2,-6.3,,,-1.8,,,-1.5,-1.0,-1.3,,,,,,,,-10.6,2.0,-0.3,-1.2,0.7,1.2,0.4,-0.8,-0.8,4.9,-9.2,-4.7,-3.0,2.0,-2.0,-1.1,0.0,-1.7,-1.3,-0.2,1.0,-2.8,2.2,-2.5
115,2016-08-01,-0.8,-2.3,-15.6,-0.5,8.6,-1.0,,0.0,-0.3,,0.0,-0.8,,,,1.2,,,,,,0.1,-3.8,,,-1.0,,,-0.9,-0.8,-1.2,,,,,,,,-10.9,1.9,0.4,-1.4,0.4,1.0,-0.2,-0.8,-0.4,5.6,-5.3,-3.1,-2.5,6.5,0.8,-1.0,-0.2,-1.4,-1.1,-0.2,1.2,-0.6,3.6,-2.6
116,2016-09-01,0.1,4.1,-4.2,3.3,8.4,-0.9,,0.4,-0.1,,0.0,-0.4,,,,1.0,,,,,,0.4,-3.1,,,-0.1,,,-0.5,-0.9,-1.2,,,,,,,,-10.2,1.9,0.7,-1.3,0.3,0.4,-0.2,-0.6,-0.5,4.4,0.0,-1.5,-2.3,10.1,1.2,-1.1,0.1,-1.6,-1.5,-0.4,0.5,0.5,4.0,-2.7
117,2016-10-01,1.2,15.4,2.0,4.8,9.2,-0.2,,0.8,0.1,,0.0,0.3,,,,1.2,,,,,,0.6,-1.5,,,1.1,,,0.2,-0.7,-1.1,,,,,,,,-10.0,2.0,0.3,-1.1,0.3,0.5,0.0,-0.4,-0.4,3.5,3.6,0.3,-1.5,13.1,3.7,-1.0,0.1,-1.4,-1.2,0.1,0.7,4.1,3.6,-2.9
118,2016-11-01,3.3,28.6,6.2,10.2,13.7,0.5,,1.6,0.2,,0.0,1.0,,,,1.3,,,,,,0.6,0.3,,,2.7,,,1.7,-0.4,-1.0,,,,,,,,-9.3,2.0,2.3,-1.0,0.5,0.7,0.1,0.8,-0.1,4.2,9.0,3.1,-0.7,22.2,12.6,-0.9,0.3,-0.4,-0.8,0.2,1.1,10.2,3.6,-3.2
119,2016-12-01,5.5,34.0,19.7,18.2,16.9,1.1,,2.4,0.6,,0.0,1.8,,,,1.5,,,,,,0.8,4.6,,,3.7,,,3.4,-0.1,-0.7,,,,,,,,-4.7,2.1,2.8,-0.7,1.0,0.7,0.4,3.7,0.5,3.9,16.6,6.6,0.3,35.0,17.1,-0.8,0.5,0.7,-0.2,0.3,1.8,14.8,4.7,-3.2
120,2017-01-01,6.9,38.4,58.5,23.7,17.7,1.6,,2.6,0.8,,0.0,2.6,,,,1.5,,,,,,0.7,9.3,,,4.6,,,4.3,0.3,-0.4,,,,,,,,0.0,1.9,1.1,-0.5,0.6,0.7,0.2,5.7,0.6,3.8,24.4,9.2,1.0,37.7,17.3,-0.6,0.9,1.1,-0.1,0.1,2.3,17.4,3.9,-2.0
121,2017-02-01,7.8,39.6,85.3,27.6,16.7,3.0,,2.1,1.0,,0.0,3.2,,,,1.5,,,,,,0.9,11.9,,,5.0,,,5.2,0.5,-0.2,,,,,,,,1.7,2.0,1.1,-0.5,0.9,0.7,0.1,6.7,0.7,3.1,30.5,11.9,2.1,40.1,19.5,-0.6,1.0,1.4,-0.2,0.0,2.4,18.8,3.8,-1.4
122,2017-03-01,7.6,39.6,68.5,29.0,15.5,3.3,,1.5,1.1,,0.0,3.5,,,,1.6,,,,,,1.0,10.8,,,5.8,,,5.5,0.5,-0.1,,,,,,,,1.6,2.3,0.0,-0.4,1.0,0.7,0.6,6.7,0.9,2.1,29.9,11.5,2.5,36.8,17.3,-0.5,1.3,1.5,0.1,0.0,3.1,19.5,3.7,-1.2
123,2017-04-01,6.4,40.4,43.0,21.8,14.9,3.6,,1.0,1.3,,0.0,3.8,,,,1.9,,,,,,1.1,8.8,,,6.5,,,5.0,0.6,-0.1,,,,,,,,2.1,1.8,-0.1,-0.2,1.0,1.2,0.5,6.1,0.9,2.7,27.5,9.2,2.7,22.3,15.8,-0.4,1.4,1.5,0.4,0.3,3.6,18.6,4.2,-0.9
124,2017-05-01,5.5,37.2,27.0,14.0,13.5,3.9,,0.4,1.4,,0.0,3.8,,,,2.0,,,,,,1.3,7.4,,,7.2,,,4.8,0.5,-0.1,,,,,,,,1.2,1.7,-0.4,0.1,1.0,1.4,0.5,6.5,1.0,1.8,22.0,7.7,2.7,17.7,13.6,-0.2,1.3,1.6,0.5,0.0,3.5,13.6,4.0,-0.6
125,2017-06-01,5.5,33.2,13.8,11.9,13.2,4.7,,-0.4,1.3,,0.0,3.8,,,,1.9,,,,,,1.4,8.2,,,7.7,,,4.9,0.6,0.2,,,,,,,,0.3,1.7,-0.9,0.1,0.9,1.0,0.4,7.5,1.2,1.5,14.9,7.6,2.6,24.5,13.9,-0.1,1.2,1.6,0.2,-0.1,2.7,13.7,3.4,-0.5
126,2017-07-01,5.5,32.3,5.8,12.4,10.7,5.2,,-0.4,1.3,,0.0,3.2,,,,1.7,,,,,,1.6,9.5,,,8.5,,,5.3,0.7,0.4,,,,,,,,0.6,1.8,-1.8,0.5,0.8,1.1,-0.3,8.4,1.3,-0.8,10.9,7.6,2.6,27.5,12.7,-0.2,1.2,1.9,0.0,-0.1,2.5,14.0,2.8,-0.1
127,2017-08-01,6.3,32.1,15.7,14.1,11.2,5.7,,0.2,1.4,,0.0,2.9,,,,1.7,,,,,,1.7,9.5,,,9.0,,,5.9,0.8,0.7,,,,,,,,2.0,2.0,-1.8,0.8,1.0,1.2,0.3,10.2,1.3,-0.8,16.8,8.4,3.0,29.1,16.3,-0.1,1.3,2.4,-0.2,-0.2,2.4,14.4,1.1,-0.1
128,2017-09-01,6.9,28.6,14.2,13.7,14.1,6.3,,0.3,1.4,,0.0,3.0,,,,1.6,,,,,,1.8,10.9,,,9.8,,,6.5,1.0,1.0,,,,,,,,2.5,2.2,-3.0,0.9,0.8,1.3,0.6,13.8,1.9,-0.3,16.4,10.0,3.4,31.5,20.2,0.0,1.1,3.0,-0.7,-0.1,2.7,15.4,0.8,-0.5
129,2017-10-01,6.9,19.7,16.5,11.4,15.5,7.1,,0.3,1.4,,0.0,2.7,,,,1.7,,,,,,1.8,11.6,,,10.3,,,7.0,1.2,1.2,,,,,,,,3.1,2.1,-4.2,0.9,0.7,1.3,0.8,16.6,2.2,0.0,15.5,10.7,3.4,30.8,20.0,0.1,1.2,3.4,-0.7,-0.5,2.6,15.7,1.6,-0.4
130,2017-11-01,5.8,8.6,20.3,7.5,13.5,7.4,,-0.1,1.4,,0.0,2.4,,,,1.6,,,,,,2.1,11.2,,,9.9,,,6.5,1.3,1.3,,,,,,,,3.5,2.2,-5.8,1.0,0.7,1.1,1.0,14.9,1.9,-0.3,13.8,10.1,3.2,23.9,14.4,0.1,1.2,2.8,-1.0,-0.6,2.4,14.0,1.4,-0.3
131,2017-12-01,4.9,4.7,20.1,4.9,11.9,8.0,,-0.6,1.2,,0.0,2.4,,,,1.3,,,,,,2.6,7.9,,,12.4,,,5.8,1.3,1.4,,,,,,,,6.4,1.9,-6.1,1.0,0.5,0.8,1.2,10.7,1.7,0.0,12.3,9.0,2.5,18.5,10.1,0.1,1.4,1.9,-1.5,-0.8,2.0,14.6,0.4,-0.3
